ASM 0,ASM 45,ASM 90,ASM 135,Contrast 0,Contrast 45,Contrast 90,Contrast 135,Correlation 0,Correlation 45,Correlation 90,Correlation 135,IDM 0,IDM 45,IDM 90,IDM 135,Entropy 0,Entropy 45,Entropy 90,Entropy 135
0.00237,0.00185,0.00245,0.00187,4.82544,8.45453,4.37131,6.90158,0.99599,0.99297,0.99636,0.99426,0.53546,0.45673,0.54644,0.46083,1.51488,1.81745,1.38871,1.62489
