ASM 0,ASM 45,ASM 90,ASM 135,Contrast 0,Contrast 45,Contrast 90,Contrast 135,Correlation 0,Correlation 45,Correlation 90,Correlation 135,IDM 0,IDM 45,IDM 90,IDM 135,Entropy 0,Entropy 45,Entropy 90,Entropy 135
0.03264,0.02855,0.03258,0.02859,0.13075,0.23092,0.13126,0.2275,0.99919,0.99857,0.99919,0.99858,0.94629,0.90728,0.94606,0.9084,0.08704,0.09568,0.08916,0.0977
