ASM 0,ASM 45,ASM 90,ASM 135,Contrast 0,Contrast 45,Contrast 90,Contrast 135,Correlation 0,Correlation 45,Correlation 90,Correlation 135,IDM 0,IDM 45,IDM 90,IDM 135,Entropy 0,Entropy 45,Entropy 90,Entropy 135
0.03494,0.03352,0.03505,0.03352,0.0374,0.0683,0.03536,0.068,0.99979,0.99963,0.99981,0.99963,0.98441,0.97191,0.98543,0.97198,0.08226,0.09374,0.08432,0.09435
