ASM 0,ASM 45,ASM 90,ASM 135,Contrast 0,Contrast 45,Contrast 90,Contrast 135,Correlation 0,Correlation 45,Correlation 90,Correlation 135,IDM 0,IDM 45,IDM 90,IDM 135,Entropy 0,Entropy 45,Entropy 90,Entropy 135
0.00286,0.00221,0.00291,0.00222,2.61442,4.16669,2.40507,4.04892,0.99747,0.99596,0.99767,0.99608,0.58654,0.50409,0.59211,0.50424,0.9652,1.08657,0.89126,1.07403
