ASM 0,ASM 45,ASM 90,ASM 135,Contrast 0,Contrast 45,Contrast 90,Contrast 135,Correlation 0,Correlation 45,Correlation 90,Correlation 135,IDM 0,IDM 45,IDM 90,IDM 135,Entropy 0,Entropy 45,Entropy 90,Entropy 135
0.00413,0.00284,0.00386,0.00288,10.02526,16.71961,8.87888,11.17501,0.99159,0.98596,0.99254,0.99061,0.65027,0.55365,0.64392,0.56271,0.94588,1.06225,0.89022,0.9417
