ASM 0,ASM 45,ASM 90,ASM 135,Contrast 0,Contrast 45,Contrast 90,Contrast 135,Correlation 0,Correlation 45,Correlation 90,Correlation 135,IDM 0,IDM 45,IDM 90,IDM 135,Entropy 0,Entropy 45,Entropy 90,Entropy 135
0.0022,0.00169,0.00219,0.00168,4.0058,8.07029,5.55341,8.45991,0.99731,0.99458,0.99627,0.99431,0.5329,0.44883,0.52888,0.44715,1.39974,1.9703,1.80624,1.98305
