ASM 0,ASM 45,ASM 90,ASM 135,Contrast 0,Contrast 45,Contrast 90,Contrast 135,Correlation 0,Correlation 45,Correlation 90,Correlation 135,IDM 0,IDM 45,IDM 90,IDM 135,Entropy 0,Entropy 45,Entropy 90,Entropy 135
0.03011,0.02745,0.03051,0.02745,0.10439,0.18694,0.09949,0.18674,0.99934,0.99881,0.99937,0.99881,0.96258,0.93652,0.96592,0.93654,0.11458,0.1296,0.11733,0.13093
