ASM 0,ASM 45,ASM 90,ASM 135,Contrast 0,Contrast 45,Contrast 90,Contrast 135,Correlation 0,Correlation 45,Correlation 90,Correlation 135,IDM 0,IDM 45,IDM 90,IDM 135,Entropy 0,Entropy 45,Entropy 90,Entropy 135
0.03751,0.03141,0.0385,0.03141,0.45541,0.84777,0.45058,0.84625,0.99505,0.99078,0.9951,0.9908,0.92431,0.87271,0.92991,0.87275,0.3417,0.38689,0.33347,0.38451
