ASM 0,ASM 45,ASM 90,ASM 135,Contrast 0,Contrast 45,Contrast 90,Contrast 135,Correlation 0,Correlation 45,Correlation 90,Correlation 135,IDM 0,IDM 45,IDM 90,IDM 135,Entropy 0,Entropy 45,Entropy 90,Entropy 135
0.03489,0.03323,0.03502,0.03323,0.04269,0.07805,0.04069,0.07773,0.99974,0.99952,0.99975,0.99952,0.98225,0.96795,0.98317,0.96803,0.0787,0.09538,0.08144,0.0954
