ASM 0,ASM 45,ASM 90,ASM 135,Contrast 0,Contrast 45,Contrast 90,Contrast 135,Correlation 0,Correlation 45,Correlation 90,Correlation 135,IDM 0,IDM 45,IDM 90,IDM 135,Entropy 0,Entropy 45,Entropy 90,Entropy 135
0.02457,0.02179,0.02498,0.02179,0.13607,0.24189,0.12632,0.24183,0.99933,0.9988,0.99937,0.9988,0.95359,0.92104,0.9577,0.92106,0.12059,0.13548,0.11997,0.13396
