ASM 0,ASM 45,ASM 90,ASM 135,Contrast 0,Contrast 45,Contrast 90,Contrast 135,Correlation 0,Correlation 45,Correlation 90,Correlation 135,IDM 0,IDM 45,IDM 90,IDM 135,Entropy 0,Entropy 45,Entropy 90,Entropy 135
0.00611,0.00423,0.00563,0.00423,1.74917,2.78304,2.03635,2.60055,0.99829,0.99728,0.99801,0.99746,0.79802,0.699,0.77435,0.69884,0.40833,0.44586,0.41519,0.44511
